transaction_id,timestamp,amount,transaction_type,subject,description,status,country
6869,2023-04-27 15:21:42,344.4,prelievo,Donna Pittman,First peace since smile fill so let both.,autorizzata,Turkey
7315,2023-06-12 09:40:53,828.91,prelievo,Kristin Henderson,Close decade report exactly tough down economy.,autorizzata,Lesotho
8805,2023-04-17 12:25:00,620.71,acquisto,Debbie Ali,Team him join talk ask business minute activity.,autorizzata,Tonga
687,2023-03-14 01:10:10,76.98,trasferimento,Elizabeth Valdez,Fill heavy nice reach.,autorizzata,Guatemala
7843,2023-06-17 12:44:25,927.53,acquisto,Jennifer Taylor,Matter although interview.,autorizzata,Singapore
9218,2023-04-29 05:57:37,481.17,prelievo,Thomas Farmer,Every well relate turn born.,sospetta,Finland
2086,2023-08-08 18:54:55,877.93,acquisto,Christopher Holmes,System almost serious rich range watch standard cell.,autorizzata,Heard Island and McDonald Islands
131,2023-01-25 13:42:51,624.51,prelievo,Sandra Long,Occur into compare authority moment strategy.,autorizzata,Tanzania
4923,2023-02-26 11:55:00,953.76,acquisto,Dalton Foster,Likely receive Congress head result.,autorizzata,British Virgin Islands
9192,2023-03-25 06:12:35,732.44,trasferimento,Brian Torres,Significant result region color.,autorizzata,Uruguay
173,2023-01-05 02:00:44,519.45,trasferimento,Angela Freeman,Note later civil successful difference.,autorizzata,Saint Barthelemy
2604,2023-08-11 12:54:20,565.55,prelievo,Jeffrey Burke,Gas list lose number teacher argue.,autorizzata,Indonesia
104,2023-03-29 05:06:45,181.54,prelievo,Teresa Wilkerson,Part between guy like.,autorizzata,Liberia
2153,2023-05-10 02:05:22,52.34,trasferimento,Jose Hardy,Matter among base these.,autorizzata,Montenegro
3080,2023-03-06 05:49:54,355.87,acquisto,Danielle Williams,News set not staff grow both.,autorizzata,Uganda
5736,2023-05-06 05:29:47,593.14,prelievo,David Horn,Example movement attorney long.,autorizzata,Grenada
5771,2023-03-12 01:47:09,500.18,trasferimento,Barbara Jennings,Trouble open room order including.,autorizzata,Liechtenstein
3317,2023-01-16 16:00:43,776.87,prelievo,Karen Berger,Sister question question pattern example rise receive.,autorizzata,Pitcairn Islands
2806,2023-07-31 14:12:22,904.16,prelievo,Nicole Wallace,His better which hospital rise international.,autorizzata,Honduras
2177,2023-04-15 08:12:55,275.38,trasferimento,Justin Smith,Program history nice own oil.,autorizzata,Palau
145,2023-06-19 14:03:42,831.41,prelievo,Tracy Nguyen,Teacher those much.,autorizzata,San Marino
6837,2023-02-18 15:23:21,979.36,trasferimento,Lori Bowers,Important process start account practice attack.,sospetta,Austria
5620,2023-03-07 11:56:51,302.48,trasferimento,John Beck,Fly total prepare born political number.,autorizzata,Senegal
7076,2023-08-04 17:54:45,229.86,trasferimento,Kim Cunningham,Detail offer marriage practice.,autorizzata,Qatar
8050,2023-04-26 19:45:53,741.71,trasferimento,Patricia Hoffman,Dream people daughter step important meet.,autorizzata,Iraq
1902,2023-04-19 16:02:51,943.52,prelievo,Kaitlyn Banks,Matter benefit day.,autorizzata,French Guiana
2946,2023-01-08 20:58:13,119.5,trasferimento,Fernando Murray,Minute test high shake.,autorizzata,Anguilla
3797,2023-04-18 02:32:17,373.41,prelievo,Karla Robinson,Kind a message list.,autorizzata,United Arab Emirates
5272,2023-02-08 23:58:09,809.13,prelievo,Alicia Chen,Another executive discussion relationship college own.,autorizzata,French Guiana
2514,2023-03-01 03:50:13,942.67,prelievo,Kayla Henderson,Would though main the consumer.,autorizzata,Guinea
7281,2023-08-13 04:54:14,85.73,prelievo,Morgan Christensen,Night computer certain actually.,autorizzata,Chile
1055,2023-08-05 04:15:29,473.21,prelievo,Aaron Smith,Southern reason though level nice single partner.,autorizzata,Lesotho
9344,2023-03-16 21:44:47,450.01,prelievo,Jason Brown,Education least enough.,autorizzata,Guyana
5485,2023-05-17 03:14:52,702.66,prelievo,David Parker,Put customer happy matter financial.,sospetta,Latvia
8455,2023-02-27 11:01:15,612.26,trasferimento,Kimberly Dixon,Hit board employee unit rich home.,autorizzata,Tajikistan
2115,2023-06-25 01:11:34,961.41,trasferimento,Christopher Smith,Why mind international.,autorizzata,Guinea
8788,2023-03-27 00:10:05,362.87,acquisto,Alicia Hernandez,Level inside computer two level structure.,autorizzata,Angola
6594,2023-03-18 08:03:38,943.54,prelievo,Michael Bernard,Water adult of religious.,autorizzata,Mauritius
1526,2023-02-14 12:12:40,443.21,prelievo,Michael Benitez,Thousand join detail war financial book other.,autorizzata,Cayman Islands
1352,2023-04-20 03:32:49,767.62,acquisto,Ashley Greene,Maybe doctor pass maybe everything water watch really.,autorizzata,Belarus
4056,2023-07-05 21:49:32,73.0,acquisto,Stacy Gonzalez,Our hope one report.,autorizzata,Papua New Guinea
1441,2023-03-31 04:45:38,160.35,trasferimento,Taylor Browning,Clear ever all effect firm try table dark.,autorizzata,Mauritius
6814,2023-02-24 23:54:50,792.51,trasferimento,Jose Meyer,Section street woman religious another.,autorizzata,Korea
9786,2023-03-21 20:05:32,53.05,trasferimento,William Barron,Mother doctor alone door civil beat only.,autorizzata,Namibia
3119,2023-06-28 15:57:03,484.94,prelievo,Matthew Johnson,Church reduce plant beyond somebody stage.,autorizzata,Angola
1620,2023-08-12 21:35:23,534.19,prelievo,Jennifer Horn,Treatment range expert space machine several close especially.,autorizzata,Suriname
6279,2023-03-24 13:51:11,429.21,trasferimento,Jeremy Greene,Administration morning however one.,autorizzata,San Marino
6288,2023-05-31 13:48:52,720.39,prelievo,Carla Romero,Forget himself necessary within kind site no.,autorizzata,Moldova
7952,2023-04-24 10:12:18,240.53,trasferimento,Martha Olsen,Base world adult wish concern measure.,autorizzata,Brazil
7997,2023-06-17 17:10:52,641.18,prelievo,Sabrina Fuller,West worry score fall tree.,autorizzata,Saint Lucia
585,2023-02-18 07:17:04,987.09,trasferimento,Jessica Doyle,Son challenge charge vote participant.,autorizzata,Tajikistan
9440,2023-01-31 00:30:03,934.73,acquisto,Deborah Quinn,City whose decade black board great fish.,sospetta,Norway
461,2023-01-14 07:40:44,644.21,trasferimento,Margaret Harrington,Candidate particular century four Mr indicate.,autorizzata,Hong Kong
5218,2023-02-10 15:23:41,905.61,prelievo,Connie Harris,Move message tough coach sometimes challenge.,autorizzata,Ghana
2255,2023-05-19 13:47:04,461.02,prelievo,Katie Taylor,Above town three buy.,autorizzata,Suriname
5142,2023-08-20 04:48:25,750.24,prelievo,Lauren Stokes,Among know hair paper reduce.,autorizzata,Iran
9898,2023-03-11 20:41:24,451.23,acquisto,Kristopher Foster,Born modern evening.,autorizzata,Congo
5841,2023-02-10 19:05:45,226.79,trasferimento,Eric Murphy,Determine water organization game side run thus.,autorizzata,Bahamas
4478,2023-07-21 11:42:43,231.5,prelievo,Robert Ruiz,Your arrive yeah finally.,autorizzata,Guam
4195,2023-06-10 21:57:35,283.16,trasferimento,Peter Jimenez,Understand consumer body over ever audience.,autorizzata,Korea
1564,2023-08-16 16:25:27,462.08,prelievo,Cynthia Price,Crime live attention event friend.,autorizzata,Dominica
9491,2023-07-26 08:29:23,535.01,trasferimento,Ronald Cooper,Ahead speak street of direction.,sospetta,Sweden
5150,2023-07-21 07:02:30,618.95,acquisto,Lindsey Massey,Quickly offer least art decide day real.,autorizzata,Indonesia
7678,2023-04-08 07:33:57,282.62,prelievo,Mrs. Samantha Owens,Back its soldier and.,autorizzata,Belarus
4364,2023-02-05 04:55:59,601.8,trasferimento,Katherine Evans,Model sell rest whom break.,autorizzata,Indonesia
9178,2023-02-04 00:37:26,738.53,trasferimento,Miguel Neal,Cup when quite.,autorizzata,South Africa
992,2023-04-25 12:04:59,144.68,trasferimento,Stanley Moore,Simple building at language would.,autorizzata,Guam
8581,2023-05-06 06:32:41,989.54,acquisto,Shawn Gillespie,Public beyond machine capital side any apply.,autorizzata,Oman
3325,2023-03-18 18:22:21,309.85,acquisto,William Hunter,All why rise.,autorizzata,Turks and Caicos Islands
2119,2023-06-25 11:42:43,34.46,acquisto,Allen Scott,However strategy notice there.,autorizzata,Serbia
6619,2023-08-17 07:56:07,708.0,prelievo,Patrick Turner,Hair sound month certain month.,autorizzata,Seychelles
8942,2023-06-03 08:47:16,998.98,acquisto,Ryan Davis,Push environmental many field guy grow Mr party.,autorizzata,New Caledonia
2900,2023-03-17 23:06:27,943.51,trasferimento,Ricky York,Mr way change effort remain young size.,autorizzata,Nauru
425,2023-01-13 03:17:23,325.58,prelievo,Willie Phillips,Lawyer may challenge give.,sospetta,Czech Republic
4492,2023-06-10 06:26:42,744.98,trasferimento,Brooke Hayes,Public huge order and significant maybe.,sospetta,Estonia
9400,2023-01-20 14:09:15,318.68,prelievo,Nancy Esparza,Yard also development take.,autorizzata,Turkey
6642,2023-03-20 00:52:19,241.89,trasferimento,Samuel Wright,Hand degree especially base business old.,autorizzata,Somalia
9760,2023-02-10 11:49:48,141.34,trasferimento,Mark Henson,Lose father over fire maybe maintain think.,sospetta,Portugal
1686,2023-08-13 16:51:37,538.53,acquisto,Jeffery Norman,Protect daughter suddenly prove mean.,autorizzata,Nicaragua
4215,2023-04-16 04:13:53,360.08,prelievo,Robert Kennedy,Expert else parent American child himself strong.,autorizzata,Suriname
3578,2023-05-26 16:01:01,446.21,trasferimento,Steve Petersen,Indeed process special these rest hospital magazine.,autorizzata,Barbados
6468,2023-03-24 00:57:04,152.02,acquisto,Melissa Schwartz,Strong item reality sense lead.,autorizzata,Serbia
110,2023-04-20 01:46:09,869.83,prelievo,Troy Lewis,Fine again though require myself past.,autorizzata,Senegal
7719,2023-03-04 14:58:36,783.17,prelievo,Danielle Chavez,Enter so especially.,sospetta,Bulgaria
9040,2023-05-03 16:24:32,140.2,prelievo,Julie Davis MD,Real attention true would produce all one it.,autorizzata,Pakistan
6268,2023-05-29 07:11:41,297.33,prelievo,John Perez,Certain some own.,sospetta,Belgium
6889,2023-02-07 01:50:04,691.38,trasferimento,Darryl Hahn,Available deep language follow.,autorizzata,Antarctica (the territory South of 60 deg S)
4538,2023-08-04 01:58:43,92.3,acquisto,Alex Thompson,Newspaper truth measure hope support.,autorizzata,Guernsey
9745,2023-06-04 01:06:54,994.27,trasferimento,Stephanie Butler,City thus road take plant long suggest require.,autorizzata,Morocco
583,2023-07-06 10:20:49,903.98,acquisto,Richard Powell,Long direction wide situation development.,autorizzata,Moldova
232,2023-04-28 16:57:55,345.98,trasferimento,Sharon Gould DDS,By agent song board.,sospetta,Denmark
7117,2023-08-15 18:54:45,431.19,prelievo,Joyce Villanueva,Person phone create drive if.,autorizzata,Guinea
136,2023-06-28 00:47:19,808.56,trasferimento,Ashley Olsen,Property impact about capital.,autorizzata,Angola
63,2023-08-08 05:36:31,533.07,prelievo,Anna Carroll,Probably action very next.,autorizzata,Congo
9587,2023-06-03 08:05:44,956.59,prelievo,Shelby Harrell,Television respond role blood ago thank.,autorizzata,Serbia
149,2023-04-22 22:40:53,504.58,acquisto,Zachary Nelson,Edge happen couple who position.,sospetta,Slovenia
6764,2023-05-25 03:36:21,181.27,acquisto,Brady Weaver,Plan upon rest brother day.,autorizzata,Australia
282,2023-01-24 13:39:01,778.13,prelievo,Amanda Nelson,Law best yes compare.,sospetta,Norway
6569,2023-03-15 23:39:12,272.84,acquisto,John Smith,Different case music financial space.,autorizzata,Bosnia and Herzegovina
5856,2023-01-25 07:45:26,702.6,trasferimento,Darren Anthony,Usually themselves authority once.,autorizzata,Zambia
3410,2023-08-23 09:29:34,444.25,acquisto,Mark Huffman,School visit can.,autorizzata,Guam
8686,2023-05-31 10:29:16,77.57,acquisto,Sara Miller,Reveal conference understand term.,autorizzata,Ukraine
6287,2023-08-14 08:05:01,22.18,acquisto,Lori Cobb,Moment feel others democratic.,autorizzata,Taiwan
6256,2023-02-17 10:03:58,488.71,acquisto,David Owens,Especially skill chance great.,autorizzata,Bahamas
6358,2023-04-08 12:06:51,542.07,acquisto,Melinda Raymond,That machine window we them believe rise.,autorizzata,Turkmenistan
7036,2023-04-30 19:32:11,325.0,acquisto,Catherine Reed,Move cover rate daughter.,autorizzata,Christmas Island
6556,2023-03-04 05:45:22,282.89,acquisto,Michael Bonilla MD,Write reveal discussion far special goal.,autorizzata,Cape Verde
4474,2023-03-12 05:33:22,195.7,prelievo,Mr. Terry Dominguez,Describe grow travel.,autorizzata,Faroe Islands
9101,2023-05-15 00:37:28,727.52,prelievo,David Graham,Reach hear each job direction production president.,autorizzata,Mongolia
2015,2023-01-03 20:06:04,590.68,trasferimento,Erica Martinez,Describe top walk family task list society.,autorizzata,Morocco
8431,2023-08-23 12:58:34,69.76,prelievo,Kenneth Smith,Own father yard culture guy.,autorizzata,Qatar
1512,2023-06-19 21:09:11,537.55,prelievo,Jacob Cole,Friend reflect rich something alone out citizen.,autorizzata,Venezuela
9975,2023-01-12 16:05:25,61.8,trasferimento,Ryan Stephens,Also rather suffer staff lose majority open.,autorizzata,Honduras
4554,2023-04-02 20:09:24,37.03,prelievo,Tina Porter,Medical forward about usually mention.,autorizzata,Kenya
2290,2023-01-06 05:01:31,385.48,trasferimento,Jeffrey Anderson,Edge hit cell then once term before.,autorizzata,Libyan Arab Jamahiriya
710,2023-04-28 15:46:04,923.04,prelievo,Monique Frost,That small none send.,autorizzata,Israel
427,2023-08-04 00:39:41,744.19,acquisto,Edward Medina,Item evidence eat off guess kitchen air benefit.,autorizzata,Sri Lanka
7171,2023-04-16 15:08:13,564.72,prelievo,Allison Smith,Ten financial special subject sea conference.,autorizzata,Brunei Darussalam
9538,2023-01-02 21:19:25,184.09,trasferimento,Alexander Gonzalez,Play protect trial operation bill themselves.,autorizzata,French Southern Territories
2921,2023-05-27 12:45:41,879.6,prelievo,Matthew Foster,Type home sport culture perhaps sister.,autorizzata,Uruguay
455,2023-05-11 14:09:56,184.3,prelievo,Jacqueline Johnson,Class garden popular give.,autorizzata,Nepal
506,2023-08-02 03:20:26,612.15,prelievo,Nicole Davis,Step discuss live decision.,autorizzata,Equatorial Guinea
4726,2023-02-28 19:51:27,154.79,trasferimento,Charlene Smith,Energy later two investment education individual effort.,autorizzata,Vietnam
2960,2023-04-01 01:35:02,819.18,trasferimento,James Young,Two attack production painting wait.,autorizzata,Korea
7449,2023-07-22 06:05:31,793.99,trasferimento,John Bates,Activity with collection.,autorizzata,Northern Mariana Islands
5365,2023-06-19 16:45:17,796.25,trasferimento,Mary Davenport,Ever range clearly huge here.,autorizzata,Cote d'Ivoire
3820,2023-02-21 15:10:41,492.88,acquisto,Melissa Tran,Program contain sea couple fish clearly appear.,autorizzata,Montserrat
5279,2023-04-27 07:47:47,258.54,prelievo,Jessica Petty,Find world three dinner single meeting gun forward.,autorizzata,Tanzania
496,2023-08-15 05:53:31,997.69,prelievo,Priscilla Rose,Important where beautiful project role.,autorizzata,Montserrat
9232,2023-06-05 05:11:03,216.12,acquisto,Russell Larsen Jr.,Four central change whom speech out Mrs on.,autorizzata,Tokelau
6955,2023-06-01 06:33:40,508.54,trasferimento,Terry Miller,On rather avoid same against film.,autorizzata,Kenya
8621,2023-05-11 02:34:38,168.21,trasferimento,Amber Brown,Arrive himself director guess carry.,autorizzata,Uganda
7881,2023-06-24 08:15:26,506.6,prelievo,Alexis Clay,Management front already mean government somebody institution.,autorizzata,Marshall Islands
6661,2023-03-23 17:51:21,458.88,prelievo,Cathy Brown,Happy law themselves three.,autorizzata,Papua New Guinea
4375,2023-06-14 18:15:17,992.98,trasferimento,Danielle Bates,Mouth he local cultural on.,autorizzata,Central African Republic
9815,2023-01-28 05:16:09,980.1,prelievo,Christine Moore,None ball imagine suggest staff situation clear trade.,autorizzata,South Georgia and the South Sandwich Islands
3956,2023-04-15 16:20:03,267.78,prelievo,David Bryan,History when maybe end send she movie.,autorizzata,Indonesia
6865,2023-05-25 13:07:06,103.19,trasferimento,David Knight,Plant answer land level even back energy base.,autorizzata,Liechtenstein
7971,2023-05-23 18:20:23,610.34,prelievo,James James,Create whatever word news product several number.,autorizzata,Senegal
4812,2023-02-24 05:26:53,755.2,acquisto,Sabrina Johnson,Green bit here them nearly.,autorizzata,Suriname
1462,2023-05-14 16:39:28,487.65,acquisto,Elizabeth Anderson,Official but throughout population.,autorizzata,Iran
1178,2023-01-28 10:43:40,546.71,trasferimento,Amanda Ortiz,Again real good form.,autorizzata,Sudan
5722,2023-04-10 14:57:17,898.84,prelievo,Aaron Ochoa,Usually watch because political thus.,sospetta,Romania
4354,2023-04-20 10:09:32,631.65,prelievo,Michael Tran,Over wide risk bill.,autorizzata,Morocco
8025,2023-02-25 10:00:06,887.47,prelievo,Anthony Smith,Themselves class middle professor arrive religious door.,autorizzata,North Macedonia
6022,2023-07-06 21:37:04,669.67,prelievo,Christine Turner,Provide interesting fly man evidence wonder anything.,sospetta,Hungary
3241,2023-03-16 05:54:23,254.85,prelievo,Francisco Good,Me four often upon because professor.,autorizzata,Malawi
4930,2023-03-26 08:54:33,568.81,trasferimento,Robert Harris,Laugh event international the decade.,autorizzata,Lebanon
1607,2023-03-16 16:46:53,790.0,acquisto,Scott Grant,Of father various.,autorizzata,Saint Lucia
2690,2023-08-17 20:43:31,259.18,prelievo,Robert Smith,View recently draw television across bag deep.,autorizzata,Pitcairn Islands
8985,2023-04-14 11:22:56,240.52,prelievo,Katrina Bruce,Themselves particular yes successful should.,autorizzata,Slovakia (Slovak Republic)
6980,2023-02-22 04:24:02,748.33,acquisto,Ana Lawrence,Myself lot property good build.,autorizzata,Saint Kitts and Nevis
9165,2023-02-20 04:54:47,795.32,prelievo,Antonio Hensley,Candidate as price section relate.,autorizzata,Libyan Arab Jamahiriya
7821,2023-07-02 09:13:51,586.98,prelievo,Jordan Ritter,Wide quality cell.,sospetta,Malta
4865,2023-03-14 18:34:09,335.78,trasferimento,Julie Nelson,Nature center mention billion computer night wind.,autorizzata,Central African Republic
8999,2023-07-02 21:26:24,534.23,trasferimento,Regina Gibson,Drop into agent where notice any.,autorizzata,Bouvet Island (Bouvetoya)
3202,2023-05-29 10:45:09,629.88,acquisto,Heather Jackson,Forget education worry group spend.,autorizzata,Montenegro
8970,2023-05-08 01:34:14,698.83,trasferimento,Lisa Hull,Bed act officer minute hand heavy.,autorizzata,Bhutan
2070,2023-01-18 04:45:47,707.87,trasferimento,Jared Bowman,Tonight office too race.,autorizzata,Palestinian Territory
6126,2023-02-25 11:57:28,146.35,prelievo,David Gomez,Need husband himself movie.,autorizzata,Trinidad and Tobago
7465,2023-06-01 01:47:42,298.56,trasferimento,Douglas Rodriguez,Start put medical herself agreement work.,autorizzata,Puerto Rico
9381,2023-01-09 06:28:00,340.6,prelievo,Angel Black,Crime find college person simple door.,autorizzata,Moldova
981,2023-04-10 16:45:25,537.38,trasferimento,Cody Francis,Worry law often common agency big.,sospetta,Finland
1260,2023-03-29 05:46:32,326.86,prelievo,Kristi Patel,Inside go big image hope.,sospetta,Lithuania
1157,2023-06-21 16:25:18,312.89,prelievo,Megan Smith,Audience defense quickly just forward manager listen.,autorizzata,Netherlands Antilles
5014,2023-03-02 09:03:01,611.95,acquisto,Melissa Jones,Ball everyone newspaper during machine.,autorizzata,Liberia
9948,2023-08-17 05:02:02,341.12,acquisto,Ruth Brown,Own third process might beyond suddenly.,autorizzata,Peru
3044,2023-04-25 23:06:17,803.99,prelievo,David Horton,Model too put former guess would.,autorizzata,Bosnia and Herzegovina
3237,2023-07-16 03:58:34,655.76,trasferimento,Jade Burton MD,Throw official myself information dark benefit last.,autorizzata,Indonesia
701,2023-07-23 08:57:53,381.1,trasferimento,Rachael Fleming,Leg process check than value thought bank.,autorizzata,Tuvalu
1224,2023-08-03 10:25:02,71.86,prelievo,Jose Hernandez,Machine natural mother third.,sospetta,Norway
4377,2023-01-20 08:44:29,456.61,trasferimento,Thomas Brown,Consider forward measure population determine other candidate.,autorizzata,Belarus
7264,2023-05-30 21:26:43,298.72,acquisto,Ashley Martin,Color his wrong nor early name point.,autorizzata,Sao Tome and Principe
3062,2023-06-29 18:25:58,468.83,prelievo,Amber King,Performance kid maybe cup.,sospetta,Bulgaria
9325,2023-03-06 23:14:54,951.93,trasferimento,Steven Barr,Feel allow social indicate real claim heart water.,autorizzata,Morocco
1165,2023-04-02 10:44:57,248.71,trasferimento,Brandon Rodriguez,A respond off commercial night important.,autorizzata,Isle of Man
6707,2023-06-24 11:03:09,157.32,trasferimento,Jill Brown,Across really case there effect when.,autorizzata,Iran
6326,2023-02-08 11:26:38,641.2,prelievo,Monique Stuart,Have look risk forget.,autorizzata,Guam
8033,2023-06-29 17:59:09,471.63,acquisto,Melissa Barrett,Me process walk they magazine seven deep.,autorizzata,Tuvalu
2918,2023-07-20 19:57:50,361.6,trasferimento,Daniel Phillips,Challenge certain friend yourself.,autorizzata,Moldova
3846,2023-08-03 01:16:34,194.76,acquisto,Adam George,Although we change quickly two arm study standard.,sospetta,Luxembourg
3525,2023-07-20 01:31:04,517.27,prelievo,Julie Bryan,Away small remember seven and fact.,autorizzata,Cambodia
5830,2023-07-30 04:15:57,892.83,trasferimento,Mrs. Jane Tapia,Walk I line defense your region.,autorizzata,Ukraine
6093,2023-08-19 10:21:13,350.44,trasferimento,Michele Bailey,Study although song experience child city.,sospetta,Bulgaria
2074,2023-07-02 18:37:54,549.48,trasferimento,Laura Smith,Activity ready hard.,autorizzata,Uganda
2915,2023-01-22 17:45:51,897.7,trasferimento,Mark Weaver,Somebody though their majority.,autorizzata,New Caledonia
5079,2023-07-20 06:42:32,56.23,acquisto,Dustin Hamilton,Person attack board anything base suggest.,sospetta,Netherlands
1517,2023-02-04 18:56:22,485.89,acquisto,Joseph Hood,Standard act realize push.,autorizzata,Albania
2999,2023-03-09 18:23:32,882.74,trasferimento,Christine Hays,Necessary drug any military.,autorizzata,Heard Island and McDonald Islands
9874,2023-02-04 06:50:43,791.16,prelievo,Gabrielle Smith,Realize what through.,sospetta,Luxembourg
6186,2023-04-30 05:50:28,109.77,acquisto,Russell Simmons,Thousand plan truth.,autorizzata,Yemen
5284,2023-06-11 23:17:39,946.25,acquisto,Bobby Wilkinson,Reality generation only pattern.,autorizzata,Korea
6734,2023-05-29 07:31:22,666.28,trasferimento,Marie Thomas,Wall agent industry that all.,autorizzata,Myanmar
1802,2023-08-18 19:48:24,933.05,prelievo,Zachary Snyder,Cause ready follow security.,autorizzata,Indonesia
199,2023-03-19 15:20:19,171.24,trasferimento,Brandon Wilson,Hit recognize dinner recent.,autorizzata,Tonga
6053,2023-04-17 09:34:41,661.22,prelievo,James Anderson,Learn consider everybody.,autorizzata,Tokelau
987,2023-04-17 01:31:17,952.3,trasferimento,Sharon Martin,Age attorney how friend risk.,autorizzata,Gibraltar
9117,2023-03-14 18:26:18,662.71,prelievo,Eric Gonzales,Store often stand week girl there.,autorizzata,Equatorial Guinea
7848,2023-04-20 23:22:04,655.26,prelievo,Megan Morgan,Fine economic live research kind music your imagine.,autorizzata,Antarctica (the territory South of 60 deg S)
5652,2023-05-30 12:07:32,85.05,trasferimento,Daniel Henderson,Share avoid surface ago enter smile.,sospetta,Belgium
9113,2023-03-25 22:04:14,196.75,prelievo,Jack Hanson,Billion want protect across government prevent recognize.,autorizzata,Palau
2398,2023-04-24 13:55:10,776.9,acquisto,Thomas Bowman,Social right always without enter management two condition.,autorizzata,Fiji
1305,2023-03-18 05:59:20,456.12,acquisto,Wayne Barber,Whether media order expert.,autorizzata,British Indian Ocean Territory (Chagos Archipelago)
1547,2023-06-28 12:12:32,234.92,prelievo,William Wilson,Main city stop authority nor doctor front.,autorizzata,Malawi
9263,2023-01-04 18:32:17,863.11,prelievo,Ashley Robinson,Economic bit girl possible through ago service.,autorizzata,Guinea
5053,2023-07-16 19:27:17,283.96,trasferimento,Kristen Larsen,Operation child building.,autorizzata,Heard Island and McDonald Islands
4680,2023-02-22 12:35:46,252.52,trasferimento,Marvin Gonzalez MD,East read PM message they that.,autorizzata,Kiribati
4687,2023-01-21 03:37:52,725.86,prelievo,Rebecca Richard,Coach establish technology project.,autorizzata,Montserrat
4087,2023-01-04 04:14:07,634.84,acquisto,Amber Rodriguez,Special home become bring.,autorizzata,Palau
9945,2023-05-27 16:23:22,867.62,prelievo,Rachael Bright,Like trade stand especially check who heart entire.,autorizzata,Netherlands Antilles
9242,2023-02-23 07:46:45,990.63,trasferimento,Shannon Wade,Return subject beat must.,autorizzata,Thailand
31,2023-04-03 00:07:20,79.14,prelievo,Brenda Nunez,Continue national industry begin lawyer fight would.,autorizzata,Dominican Republic
3166,2023-08-13 03:48:39,479.84,trasferimento,Kristen Johnson,Every short discover first yes.,autorizzata,Martinique
3676,2023-08-05 19:55:23,344.13,trasferimento,Jessica Thomas,Office water behind heavy.,autorizzata,Ethiopia
8271,2023-04-04 22:07:36,179.67,acquisto,Michael Harding,Peace drive respond move next open field.,sospetta,Ireland
7511,2023-03-14 17:26:51,707.8,prelievo,Amanda Flores,Board its marriage then single meeting.,autorizzata,Equatorial Guinea
8841,2023-03-22 20:22:01,916.7,prelievo,Jacqueline Lee,Republican evening clear practice here base everything.,autorizzata,Jamaica
6483,2023-01-03 16:08:01,982.29,acquisto,Jennifer Anderson,Card student pay make either traditional.,autorizzata,Anguilla
8214,2023-03-30 22:16:33,425.36,prelievo,Kristopher Garcia,Imagine executive claim minute fine.,autorizzata,Taiwan
5597,2023-05-28 09:11:03,702.79,trasferimento,Jessica Davis,Range beat by network.,autorizzata,French Guiana
2334,2023-06-09 16:41:35,95.11,prelievo,Cody Mitchell,Development people less catch myself green.,autorizzata,Saint Lucia
1247,2023-05-24 20:12:46,686.92,acquisto,Paul King,Life most its charge.,autorizzata,Gambia
2378,2023-05-09 03:26:18,640.16,trasferimento,Antonio Wilson,Bag design technology I student skin staff other.,autorizzata,Turkey
8120,2023-03-23 21:50:49,29.98,trasferimento,David Griffith,Identify identify process.,autorizzata,Puerto Rico
8283,2023-02-06 06:05:56,965.31,prelievo,David Hoffman,Society include join fly base.,autorizzata,Guatemala
2740,2023-07-27 18:42:17,232.84,trasferimento,Joseph Davis,Possible structure claim list.,autorizzata,Chad
6496,2023-05-04 01:09:16,526.28,trasferimento,Susan Miller,Medical people deal plan above south.,sospetta,Czech Republic
1031,2023-08-07 14:38:33,495.6,prelievo,Michael Martin,Stage much agency nature something market.,autorizzata,Samoa
6408,2023-08-08 22:51:35,378.74,trasferimento,Phillip Price,Near sport personal call along sell relationship.,autorizzata,Congo
6081,2023-07-28 23:47:11,693.21,trasferimento,Doris Hawkins,Especially free democratic marriage black language above.,autorizzata,Seychelles
6596,2023-02-05 00:40:07,854.17,trasferimento,Jack Mccarthy,Money hit movement message.,autorizzata,Namibia
7801,2023-03-09 22:06:14,130.14,acquisto,Jessica Johnson,Other our both voice heart dog.,sospetta,Latvia
8442,2023-01-22 19:26:56,708.6,prelievo,Madison Weber,Once author yeah recent laugh lay system.,autorizzata,Israel
4530,2023-01-25 16:52:49,972.14,trasferimento,Lindsey Bennett,Western total alone five.,autorizzata,Mali
1737,2023-02-14 02:53:59,702.77,acquisto,Justin Grimes,Task answer modern lead prove alone president.,autorizzata,Uganda
8609,2023-08-16 14:15:05,303.06,trasferimento,Tara Webb,Choose those smile include between because must send.,autorizzata,Brazil
5144,2023-04-18 23:03:14,158.46,trasferimento,Daniel Bowen,Skill pressure media truth ask network find.,sospetta,Netherlands
260,2023-03-31 21:07:00,679.87,acquisto,Michael Meyer,Fill machine young simple behavior decade.,sospetta,France
7802,2023-04-19 07:21:26,775.12,prelievo,Anna Johnson,Clear moment later hotel less.,autorizzata,Namibia
4007,2023-03-28 10:17:30,709.22,acquisto,Virginia Lopez,Maybe instead suggest itself management wide six front.,autorizzata,Samoa
1658,2023-02-22 02:17:15,838.63,trasferimento,Heather Mccullough,Those million short plan.,autorizzata,Christmas Island
6995,2023-01-23 05:43:54,554.9,prelievo,Stacy Huynh,Book report nothing detail.,autorizzata,Saint Martin
